payment_id,policy_number,transaction_date,paid_amount
p-00011413,Policy-000845,1/6/2018,41062.5
p-00011414,Policy-000845,4/6/2018,41062.5
p-00011415,Policy-000845,7/6/2018,41062.5
p-00011416,Policy-000845,10/6/2018,41062.5
p-00011417,Policy-000850,9/17/2018,41062.5
p-00011418,Policy-000850,12/17/2018,41062.5
p-00011419,Policy-000850,3/17/2019,41062.5
p-00011420,Policy-000850,6/17/2019,41062.5
p-00011421,Policy-000850,9/17/2019,41062.5
p-00011422,Policy-000850,12/17/2019,41062.5
p-00011423,Policy-000850,3/17/2020,41062.5
p-00011424,Policy-000850,6/17/2020,41062.5
p-00011425,Policy-000850,9/17/2020,41062.5
p-00011426,Policy-000850,12/17/2020,41062.5
p-00011427,Policy-000850,3/17/2021,41062.5
p-00011428,Policy-000850,6/17/2021,41062.5
p-00011429,Policy-000858,3/24/2018,41062.5
p-00011430,Policy-000858,6/24/2018,41062.5
p-00011431,Policy-000858,9/24/2018,41062.5
p-00011432,Policy-000858,12/24/2018,41062.5
p-00011433,Policy-000870,7/8/2018,41062.5
p-00011434,Policy-000870,10/8/2018,41062.5
p-00011435,Policy-000870,1/8/2019,41062.5
p-00011436,Policy-000870,4/8/2019,41062.5
p-00011437,Policy-000871,9/16/2018,41062.5
p-00011438,Policy-000871,12/16/2018,41062.5
p-00011439,Policy-000871,3/16/2019,41062.5
p-00011440,Policy-000871,6/16/2019,41062.5
p-00011441,Policy-000873,9/17/2018,41062.5
p-00011442,Policy-000873,12/17/2018,41062.5
p-00011443,Policy-000873,3/17/2019,41062.5
p-00011444,Policy-000873,6/17/2019,41062.5
p-00011445,Policy-000873,9/17/2019,41062.5
p-00011446,Policy-000873,12/17/2019,41062.5
p-00011447,Policy-000873,3/17/2020,41062.5
p-00011448,Policy-000873,6/17/2020,41062.5
p-00011449,Policy-000873,9/17/2020,41062.5
p-00011450,Policy-000873,12/17/2020,41062.5
p-00011451,Policy-000873,3/17/2021,41062.5
p-00011452,Policy-000873,6/17/2021,41062.5
p-00011453,Policy-000879,9/23/2018,41062.5
p-00011454,Policy-000879,12/23/2018,41062.5
p-00011455,Policy-000879,3/23/2019,41062.5
p-00011456,Policy-000879,6/23/2019,41062.5
p-00011457,Policy-000906,9/6/2018,41062.5
p-00011458,Policy-000906,12/6/2018,41062.5
p-00011459,Policy-000906,3/6/2019,41062.5
p-00011460,Policy-000906,6/6/2019,41062.5
p-00011461,Policy-000913,9/14/2018,41062.5
p-00011462,Policy-000913,12/14/2018,41062.5
p-00011463,Policy-000913,3/14/2019,41062.5
p-00011464,Policy-000913,6/14/2019,41062.5
p-00011465,Policy-000913,9/14/2019,41062.5
p-00011466,Policy-000913,12/14/2019,41062.5
p-00011467,Policy-000913,3/14/2020,41062.5
p-00011468,Policy-000913,6/14/2020,41062.5
p-00011469,Policy-000913,9/14/2020,41062.5
p-00011470,Policy-000913,12/14/2020,41062.5
p-00011471,Policy-000913,3/14/2021,41062.5
p-00011472,Policy-000913,6/14/2021,41062.5
p-00011473,Policy-000923,6/10/2018,41062.5
p-00011474,Policy-000923,9/10/2018,41062.5
p-00011475,Policy-000923,12/10/2018,41062.5
p-00011476,Policy-000923,3/10/2019,41062.5
p-00011477,Policy-000941,5/2/2018,41062.5
p-00011478,Policy-000941,8/2/2018,41062.5
p-00011479,Policy-000941,11/2/2018,41062.5
p-00011480,Policy-000941,2/2/2019,41062.5
p-00011481,Policy-000941,5/2/2019,41062.5
p-00011482,Policy-000941,8/2/2019,41062.5
p-00011483,Policy-000941,11/2/2019,41062.5
p-00011484,Policy-000941,2/2/2020,41062.5
p-00011485,Policy-000941,5/2/2020,41062.5
p-00011486,Policy-000941,8/2/2020,41062.5
p-00011487,Policy-000941,11/2/2020,41062.5
p-00011488,Policy-000941,2/2/2021,41062.5
p-00011489,Policy-0001004,8/19/2018,41062.5
p-00011490,Policy-0001004,11/19/2018,41062.5
p-00011491,Policy-0001004,2/19/2019,41062.5
p-00011492,Policy-0001004,5/19/2019,41062.5
p-00011493,Policy-0001007,4/26/2018,41062.5
p-00011494,Policy-0001007,7/26/2018,41062.5
p-00011495,Policy-0001007,10/26/2018,41062.5
p-00011496,Policy-0001007,1/26/2019,41062.5
p-00011497,Policy-0001007,4/26/2019,41062.5
p-00011498,Policy-0001007,7/26/2019,41062.5
p-00011499,Policy-0001007,10/26/2019,41062.5
p-00011500,Policy-0001007,1/26/2020,41062.5
p-00011501,Policy-0001007,4/26/2020,41062.5
p-00011502,Policy-0001007,7/26/2020,41062.5
p-00011503,Policy-0001007,10/26/2020,41062.5
p-00011504,Policy-0001007,1/26/2021,41062.5
p-00011505,Policy-0001027,5/3/2018,41062.5
p-00011506,Policy-0001027,8/3/2018,41062.5
p-00011507,Policy-0001027,11/3/2018,41062.5
p-00011508,Policy-0001027,2/3/2019,41062.5
p-00011509,Policy-0001027,5/3/2019,41062.5
p-00011510,Policy-0001027,8/3/2019,41062.5
p-00011511,Policy-0001027,11/3/2019,41062.5
p-00011512,Policy-0001027,2/3/2020,41062.5
p-00011513,Policy-0001027,5/3/2020,41062.5
p-00011514,Policy-0001027,8/3/2020,41062.5
p-00011515,Policy-0001027,11/3/2020,41062.5
p-00011516,Policy-0001027,2/3/2021,41062.5
p-00011517,Policy-0001065,5/5/2018,41062.5
p-00011518,Policy-0001065,8/5/2018,41062.5
p-00011519,Policy-0001065,11/5/2018,41062.5
p-00011520,Policy-0001065,2/5/2019,41062.5
p-00011521,Policy-0001104,4/7/2018,41062.5
p-00011522,Policy-0001104,7/7/2018,41062.5
p-00011523,Policy-0001104,10/7/2018,41062.5
p-00011524,Policy-0001104,1/7/2019,41062.5
p-00011525,Policy-0001149,8/3/2018,41062.5
p-00011526,Policy-0001149,11/3/2018,41062.5
p-00011527,Policy-0001149,2/3/2019,41062.5
p-00011528,Policy-0001149,5/3/2019,41062.5
p-00011529,Policy-0001149,8/3/2019,41062.5
p-00011530,Policy-0001149,11/3/2019,41062.5
p-00011531,Policy-0001149,2/3/2020,41062.5
p-00011532,Policy-0001149,5/3/2020,41062.5
p-00011533,Policy-0001149,8/3/2020,41062.5
p-00011534,Policy-0001149,11/3/2020,41062.5
p-00011535,Policy-0001149,2/3/2021,41062.5
p-00011536,Policy-0001149,5/3/2021,41062.5
p-00011537,Policy-0003,5/20/2018,77562.5
p-00011538,Policy-0003,11/20/2018,77562.5
p-00011539,Policy-00010,9/1/2018,77562.5
p-00011540,Policy-00010,3/1/2019,77562.5
p-00011541,Policy-00029,6/11/2018,77562.5
p-00011542,Policy-00029,12/11/2018,77562.5
p-00011543,Policy-00029,6/11/2019,77562.5
p-00011544,Policy-00029,12/11/2019,77562.5
p-00011545,Policy-00029,6/11/2020,77562.5
p-00011546,Policy-00029,12/11/2020,77562.5
p-00011547,Policy-00090,1/16/2018,77562.5
p-00011548,Policy-00090,7/16/2018,77562.5
p-00011549,Policy-000146,7/9/2018,77562.5
p-00011550,Policy-000146,1/9/2019,77562.5
p-00011551,Policy-000146,7/9/2019,77562.5
p-00011552,Policy-000146,1/9/2020,77562.5
p-00011553,Policy-000146,7/9/2020,77562.5
p-00011554,Policy-000146,1/9/2021,77562.5
p-00011555,Policy-000167,7/4/2018,77562.5
p-00011556,Policy-000167,1/4/2019,77562.5
p-00011557,Policy-000167,7/4/2019,77562.5
p-00011558,Policy-000167,1/4/2020,77562.5
p-00011559,Policy-000167,7/4/2020,77562.5
p-00011560,Policy-000167,1/4/2021,77562.5
p-00011561,Policy-000174,2/3/2018,77562.5
p-00011562,Policy-000174,8/3/2018,77562.5
p-00011563,Policy-000174,2/3/2019,77562.5
p-00011564,Policy-000174,8/3/2019,77562.5
p-00011565,Policy-000174,2/3/2020,77562.5
p-00011566,Policy-000174,8/3/2020,77562.5
p-00011567,Policy-000181,6/23/2018,77562.5
p-00011568,Policy-000181,12/23/2018,77562.5
p-00011569,Policy-000183,7/19/2018,77562.5
p-00011570,Policy-000183,1/19/2019,77562.5
p-00011571,Policy-000183,7/19/2019,77562.5
p-00011572,Policy-000183,1/19/2020,77562.5
p-00011573,Policy-000183,7/19/2020,77562.5
p-00011574,Policy-000183,1/19/2021,77562.5
p-00011575,Policy-000184,4/2/2018,77562.5
p-00011576,Policy-000184,10/2/2018,77562.5
p-00011577,Policy-000184,4/2/2019,77562.5
p-00011578,Policy-000184,10/2/2019,77562.5
p-00011579,Policy-000184,4/2/2020,77562.5
p-00011580,Policy-000184,10/2/2020,77562.5
p-00011581,Policy-000192,9/8/2018,77562.5
p-00011582,Policy-000192,3/8/2019,77562.5
p-00011583,Policy-000192,9/8/2019,77562.5
p-00011584,Policy-000192,3/8/2020,77562.5
p-00011585,Policy-000192,9/8/2020,77562.5
p-00011586,Policy-000192,3/8/2021,77562.5
p-00011587,Policy-000196,8/11/2018,77562.5
p-00011588,Policy-000196,2/11/2019,77562.5
p-00011589,Policy-000226,5/25/2018,77562.5
p-00011590,Policy-000226,11/25/2018,77562.5
p-00011591,Policy-000226,5/25/2019,77562.5
p-00011592,Policy-000226,11/25/2019,77562.5
p-00011593,Policy-000226,5/25/2020,77562.5
p-00011594,Policy-000226,11/25/2020,77562.5
p-00011595,Policy-000232,8/14/2018,77562.5
p-00011596,Policy-000232,2/14/2019,77562.5
p-00011597,Policy-000232,8/14/2019,77562.5
p-00011598,Policy-000232,2/14/2020,77562.5
p-00011599,Policy-000232,8/14/2020,77562.5
p-00011600,Policy-000232,2/14/2021,77562.5
p-00011601,Policy-000246,9/8/2018,77562.5
p-00011602,Policy-000246,3/8/2019,77562.5
p-00011603,Policy-000246,9/8/2019,77562.5
p-00011604,Policy-000246,3/8/2020,77562.5
p-00011605,Policy-000246,9/8/2020,77562.5
p-00011606,Policy-000246,3/8/2021,77562.5
p-00011607,Policy-000251,4/11/2018,77562.5
p-00011608,Policy-000251,10/11/2018,77562.5
p-00011609,Policy-000254,2/18/2018,77562.5
p-00011610,Policy-000254,8/18/2018,77562.5
p-00011611,Policy-000280,4/4/2018,77562.5
p-00011612,Policy-000280,10/4/2018,77562.5
p-00011613,Policy-000280,4/4/2019,77562.5
p-00011614,Policy-000280,10/4/2019,77562.5
p-00011615,Policy-000280,4/4/2020,77562.5
p-00011616,Policy-000280,10/4/2020,77562.5
p-00011617,Policy-000294,1/4/2018,77562.5
p-00011618,Policy-000294,7/4/2018,77562.5
p-00011619,Policy-000294,1/4/2019,77562.5
p-00011620,Policy-000294,7/4/2019,77562.5
p-00011621,Policy-000294,1/4/2020,77562.5
p-00011622,Policy-000294,7/4/2020,77562.5
p-00011623,Policy-000297,3/1/2018,77562.5
p-00011624,Policy-000297,9/1/2018,77562.5
p-00011625,Policy-000297,3/1/2019,77562.5
p-00011626,Policy-000297,9/1/2019,77562.5
p-00011627,Policy-000297,3/1/2020,77562.5
p-00011628,Policy-000297,9/1/2020,77562.5
p-00011629,Policy-000321,6/24/2018,77562.5
p-00011630,Policy-000321,12/24/2018,77562.5
p-00011631,Policy-000321,6/24/2019,77562.5
p-00011632,Policy-000321,12/24/2019,77562.5
p-00011633,Policy-000321,6/24/2020,77562.5
p-00011634,Policy-000321,12/24/2020,77562.5
p-00011635,Policy-000361,3/1/2018,77562.5
p-00011636,Policy-000361,9/1/2018,77562.5
p-00011637,Policy-000438,1/6/2018,77562.5
p-00011638,Policy-000438,7/6/2018,77562.5
p-00011639,Policy-000453,7/23/2018,77562.5
p-00011640,Policy-000453,1/23/2019,77562.5
p-00011641,Policy-000461,5/26/2018,77562.5
p-00011642,Policy-000461,11/26/2018,77562.5
p-00011643,Policy-000479,4/19/2018,77562.5
p-00011644,Policy-000479,10/19/2018,77562.5
p-00011645,Policy-000490,8/15/2018,77562.5
p-00011646,Policy-000490,2/15/2019,77562.5
p-00011647,Policy-000490,8/15/2019,77562.5
p-00011648,Policy-000490,2/15/2020,77562.5
p-00011649,Policy-000490,8/15/2020,77562.5
p-00011650,Policy-000490,2/15/2021,77562.5
p-00011651,Policy-000507,8/1/2018,77562.5
p-00011652,Policy-000507,2/1/2019,77562.5
p-00011653,Policy-000507,8/1/2019,77562.5
p-00011654,Policy-000507,2/1/2020,77562.5
p-00011655,Policy-000507,8/1/2020,77562.5
p-00011656,Policy-000507,2/1/2021,77562.5
p-00011657,Policy-000523,4/8/2018,77562.5
p-00011658,Policy-000523,10/8/2018,77562.5
p-00011659,Policy-000523,4/8/2019,77562.5
p-00011660,Policy-000523,10/8/2019,77562.5
p-00011661,Policy-000523,4/8/2020,77562.5
p-00011662,Policy-000523,10/8/2020,77562.5
p-00011663,Policy-000536,1/9/2018,77562.5
p-00011664,Policy-000536,7/9/2018,77562.5
p-00011665,Policy-000538,2/24/2018,77562.5
p-00011666,Policy-000538,8/24/2018,77562.5
p-00011667,Policy-000594,2/9/2018,77562.5
p-00011668,Policy-000594,8/9/2018,77562.5
p-00011669,Policy-000594,2/9/2019,77562.5
p-00011670,Policy-000594,8/9/2019,77562.5
p-00011671,Policy-000594,2/9/2020,77562.5
p-00011672,Policy-000594,8/9/2020,77562.5
p-00011673,Policy-000601,9/13/2018,77562.5
p-00011674,Policy-000601,3/13/2019,77562.5
p-00011675,Policy-000601,9/13/2019,77562.5
p-00011676,Policy-000601,3/13/2020,77562.5
p-00011677,Policy-000601,9/13/2020,77562.5
p-00011678,Policy-000601,3/13/2021,77562.5
p-00011679,Policy-000603,6/24/2018,77562.5
p-00011680,Policy-000603,12/24/2018,77562.5
p-00011681,Policy-000603,6/24/2019,77562.5
p-00011682,Policy-000603,12/24/2019,77562.5
p-00011683,Policy-000603,6/24/2020,77562.5
p-00011684,Policy-000603,12/24/2020,77562.5
p-00011685,Policy-000622,3/6/2018,77562.5
p-00011686,Policy-000622,9/6/2018,77562.5
p-00011687,Policy-000622,3/6/2019,77562.5
p-00011688,Policy-000622,9/6/2019,77562.5
p-00011689,Policy-000622,3/6/2020,77562.5
p-00011690,Policy-000622,9/6/2020,77562.5
p-00011691,Policy-000635,5/9/2018,77562.5
p-00011692,Policy-000635,11/9/2018,77562.5
p-00011693,Policy-000635,5/9/2019,77562.5
p-00011694,Policy-000635,11/9/2019,77562.5
p-00011695,Policy-000635,5/9/2020,77562.5
p-00011696,Policy-000635,11/9/2020,77562.5
p-00011697,Policy-000639,6/27/2018,77562.5
p-00011698,Policy-000639,12/27/2018,77562.5
p-00011699,Policy-000639,6/27/2019,77562.5
p-00011700,Policy-000639,12/27/2019,77562.5
p-00011701,Policy-000639,6/27/2020,77562.5
p-00011702,Policy-000639,12/27/2020,77562.5
p-00011703,Policy-000652,5/27/2018,77562.5
p-00011704,Policy-000652,11/27/2018,77562.5
p-00011705,Policy-000652,5/27/2019,77562.5
p-00011706,Policy-000652,11/27/2019,77562.5
p-00011707,Policy-000652,5/27/2020,77562.5
p-00011708,Policy-000652,11/27/2020,77562.5
p-00011709,Policy-000712,2/6/2018,77562.5
p-00011710,Policy-000712,8/6/2018,77562.5
p-00011711,Policy-000712,2/6/2019,77562.5
p-00011712,Policy-000712,8/6/2019,77562.5
p-00011713,Policy-000712,2/6/2020,77562.5
p-00011714,Policy-000712,8/6/2020,77562.5
p-00011715,Policy-000752,4/12/2018,77562.5
p-00011716,Policy-000752,10/12/2018,77562.5
p-00011717,Policy-000817,7/14/2018,77562.5
p-00011718,Policy-000817,1/14/2019,77562.5
p-00011719,Policy-000817,7/14/2019,77562.5
p-00011720,Policy-000817,1/14/2020,77562.5
p-00011721,Policy-000817,7/14/2020,77562.5
p-00011722,Policy-000817,1/14/2021,77562.5
p-00011723,Policy-000867,1/3/2018,77562.5
p-00011724,Policy-000867,7/3/2018,77562.5
p-00011725,Policy-000869,1/13/2018,77562.5
p-00011726,Policy-000869,7/13/2018,77562.5
p-00011727,Policy-000921,5/23/2018,77562.5
p-00011728,Policy-000921,11/23/2018,77562.5
p-00011729,Policy-000921,5/23/2019,77562.5
p-00011730,Policy-000921,11/23/2019,77562.5
p-00011731,Policy-000921,5/23/2020,77562.5
p-00011732,Policy-000921,11/23/2020,77562.5
p-00011733,Policy-000957,3/23/2018,77562.5
p-00011734,Policy-000957,9/23/2018,77562.5
p-00011735,Policy-000957,3/23/2019,77562.5
p-00011736,Policy-000957,9/23/2019,77562.5
p-00011737,Policy-000957,3/23/2020,77562.5
p-00011738,Policy-000957,9/23/2020,77562.5
p-00011739,Policy-000975,4/27/2018,77562.5
p-00011740,Policy-000975,10/27/2018,77562.5
p-00011741,Policy-0001012,1/21/2018,77562.5
p-00011742,Policy-0001012,7/21/2018,77562.5
p-00011743,Policy-0001035,9/18/2018,77562.5
p-00011744,Policy-0001035,3/18/2019,77562.5
p-00011745,Policy-0001035,9/18/2019,77562.5
p-00011746,Policy-0001035,3/18/2020,77562.5
p-00011747,Policy-0001035,9/18/2020,77562.5
p-00011748,Policy-0001035,3/18/2021,77562.5
p-00011749,Policy-0001078,5/3/2018,77562.5
p-00011750,Policy-0001078,11/3/2018,77562.5
p-00011751,Policy-0001078,5/3/2019,77562.5
p-00011752,Policy-0001078,11/3/2019,77562.5
p-00011753,Policy-0001078,5/3/2020,77562.5
p-00011754,Policy-0001078,11/3/2020,?
p-00011755,Policy-0001082,9/13/2018,77562.5
p-00011756,Policy-0001082,3/13/2019,77562.5
p-00011757,Policy-0001105,9/3/2018,77562.5
p-00011758,Policy-0001105,3/3/2019,77562.5
p-00011759,Policy-0001105,9/3/2019,77562.5
p-00011760,Policy-0001105,3/3/2020,77562.5
p-00011761,Policy-0001105,9/3/2020,77562.5
p-00011762,Policy-0001105,3/3/2021,77562.5
p-00011763,Policy-0001134,9/25/2018,77562.5
p-00011764,Policy-0001134,3/25/2019,77562.5
p-00011765,Policy-0001134,9/25/2019,77562.5
p-00011766,Policy-0001134,3/25/2020,77562.5
p-00011767,Policy-0001134,9/25/2020,77562.5
p-00011768,Policy-0001134,3/25/2021,77562.5
p-00011769,Policy-0001137,9/4/2018,77562.5
p-00011770,Policy-0001137,3/4/2019,77562.5
p-00011771,Policy-0001137,9/4/2019,77562.5
p-00011772,Policy-0001137,3/4/2020,77562.5
p-00011773,Policy-0001137,9/4/2020,77562.5
p-00011774,Policy-0001137,3/4/2021,77562.5
p-00011775,Policy-0001154,6/24/2018,77562.5
p-00011776,Policy-0001154,12/24/2018,77562.5
p-00011777,Policy-0001154,6/24/2019,77562.5
p-00011778,Policy-0001154,12/24/2019,77562.5
p-00011779,Policy-0001154,6/24/2020,77562.5
p-00011780,Policy-0001154,12/24/2020,77562.5
p-00011781,Policy-0001160,3/22/2018,77562.5
p-00011782,Policy-0001160,9/22/2018,77562.5
p-00011783,Policy-0001169,6/24/2018,77562.5
p-00011784,Policy-0001169,12/24/2018,77562.5
p-00011785,Policy-0001169,6/24/2019,77562.5
p-00011786,Policy-0001169,12/24/2019,77562.5
p-00011787,Policy-0001169,6/24/2020,77562.5
p-00011788,Policy-0001169,12/24/2020,77562.5
p-00011789,Policy-0001170,1/9/2018,77562.5
p-00011790,Policy-0001170,7/9/2018,77562.5
p-00011791,Policy-0001216,9/7/2018,77562.5
p-00011792,Policy-0001216,3/7/2019,77562.5
p-00011793,Policy-0004,3/1/2018,55297.5
p-00011794,Policy-0004,9/1/2018,55297.5
p-00011795,Policy-00019,2/19/2018,55297.5
p-00011796,Policy-00019,8/19/2018,55297.5
p-00011797,Policy-00053,6/20/2018,55297.5
p-00011798,Policy-00053,12/20/2018,55297.5
p-00011799,Policy-00053,6/20/2019,55297.5
p-00011800,Policy-00053,12/20/2019,55297.5
p-00011801,Policy-00053,6/20/2020,55297.5
p-00011802,Policy-00053,12/20/2020,55297.5
p-00011803,Policy-00062,2/1/2018,55297.5
p-00011804,Policy-00062,8/1/2018,55297.5
p-00011805,Policy-00062,2/1/2019,55297.5
p-00011806,Policy-00062,8/1/2019,55297.5
p-00011807,Policy-00062,2/1/2020,55297.5
p-00011808,Policy-00062,8/1/2020,55297.5
p-00011809,Policy-00097,6/10/2018,55297.5
p-00011810,Policy-00097,12/10/2018,55297.5
p-00011811,Policy-00097,6/10/2019,55297.5
p-00011812,Policy-00097,12/10/2019,55297.5
p-00011813,Policy-00097,6/10/2020,55297.5
p-00011814,Policy-00097,12/10/2020,55297.5
p-00011815,Policy-000104,8/13/2018,55297.5
p-00011816,Policy-000104,2/13/2019,55297.5
p-00011817,Policy-000132,1/17/2018,55297.5
p-00011818,Policy-000132,7/17/2018,55297.5
p-00011819,Policy-000148,8/9/2018,55297.5
p-00011820,Policy-000148,2/9/2019,55297.5
p-00011821,Policy-000168,9/4/2018,55297.5
p-00011822,Policy-000168,3/4/2019,55297.5
p-00011823,Policy-000186,8/22/2018,55297.5
p-00011824,Policy-000186,2/22/2019,55297.5
p-00011825,Policy-000195,7/12/2018,55297.5
p-00011826,Policy-000195,1/12/2019,55297.5
p-00011827,Policy-000228,4/4/2018,55297.5
p-00011828,Policy-000228,10/4/2018,55297.5
p-00011829,Policy-000228,4/4/2019,55297.5
p-00011830,Policy-000228,10/4/2019,55297.5
p-00011831,Policy-000228,4/4/2020,55297.5
p-00011832,Policy-000228,10/4/2020,55297.5
p-00011833,Policy-000234,9/19/2018,55297.5
p-00011834,Policy-000234,3/19/2019,55297.5
p-00011835,Policy-000296,4/2/2018,55297.5
p-00011836,Policy-000296,10/2/2018,55297.5
p-00011837,Policy-000302,3/6/2018,55297.5
p-00011838,Policy-000302,9/6/2018,55297.5
p-00011839,Policy-000327,6/15/2018,55297.5
p-00011840,Policy-000327,12/15/2018,55297.5
p-00011841,Policy-000327,6/15/2019,55297.5
p-00011842,Policy-000327,12/15/2019,55297.5
p-00011843,Policy-000327,6/15/2020,55297.5
p-00011844,Policy-000327,12/15/2020,55297.5
p-00011845,Policy-000330,2/3/2018,55297.5
p-00011846,Policy-000330,8/3/2018,55297.5
p-00011847,Policy-000330,2/3/2019,55297.5
p-00011848,Policy-000330,8/3/2019,55297.5
p-00011849,Policy-000330,2/3/2020,55297.5
p-00011850,Policy-000330,8/3/2020,55297.5
p-00011851,Policy-000339,1/24/2018,55297.5
p-00011852,Policy-000339,7/24/2018,55297.5
p-00011853,Policy-000339,1/24/2019,55297.5
p-00011854,Policy-000339,7/24/2019,55297.5
p-00011855,Policy-000339,1/24/2020,55297.5
p-00011856,Policy-000339,7/24/2020,55297.5
p-00011857,Policy-000371,8/22/2018,55297.5
p-00011858,Policy-000371,2/22/2019,55297.5
p-00011859,Policy-000409,1/10/2018,55297.5
p-00011860,Policy-000409,7/10/2018,55297.5
p-00011861,Policy-000409,1/10/2019,55297.5
p-00011862,Policy-000409,7/10/2019,55297.5
p-00011863,Policy-000409,1/10/2020,55297.5
p-00011864,Policy-000409,7/10/2020,55297.5
p-00011865,Policy-000412,1/5/2018,55297.5
p-00011866,Policy-000412,7/5/2018,55297.5
p-00011867,Policy-000412,1/5/2019,55297.5
p-00011868,Policy-000412,7/5/2019,55297.5
p-00011869,Policy-000412,1/5/2020,55297.5
p-00011870,Policy-000412,7/5/2020,55297.5
p-00011871,Policy-000447,9/9/2018,55297.5
p-00011872,Policy-000447,3/9/2019,55297.5
p-00011873,Policy-000476,2/15/2018,55297.5
p-00011874,Policy-000476,8/15/2018,55297.5
p-00011875,Policy-000476,2/15/2019,55297.5
p-00011876,Policy-000476,8/15/2019,55297.5
p-00011877,Policy-000476,2/15/2020,55297.5
p-00011878,Policy-000476,8/15/2020,55297.5
p-00011879,Policy-000491,2/18/2018,55297.5
p-00011880,Policy-000491,8/18/2018,55297.5
p-00011881,Policy-000491,2/18/2019,55297.5
p-00011882,Policy-000491,8/18/2019,55297.5
p-00011883,Policy-000491,2/18/2020,55297.5
p-00011884,Policy-000491,8/18/2020,55297.5
p-00011885,Policy-000497,7/11/2018,55297.5
p-00011886,Policy-000497,1/11/2019,55297.5
p-00011887,Policy-000497,7/11/2019,55297.5
p-00011888,Policy-000497,1/11/2020,55297.5
p-00011889,Policy-000497,7/11/2020,55297.5
p-00011890,Policy-000497,1/11/2021,55297.5
p-00011891,Policy-000503,3/11/2018,55297.5
p-00011892,Policy-000503,9/11/2018,55297.5
p-00011893,Policy-000503,3/11/2019,55297.5
p-00011894,Policy-000503,9/11/2019,55297.5
p-00011895,Policy-000503,3/11/2020,55297.5
p-00011896,Policy-000503,9/11/2020,55297.5
p-00011897,Policy-000535,8/4/2018,55297.5
p-00011898,Policy-000535,2/4/2019,55297.5
p-00011899,Policy-000544,1/6/2018,55297.5
p-00011900,Policy-000544,7/6/2018,55297.5
p-00011901,Policy-000544,1/6/2019,55297.5
p-00011902,Policy-000544,7/6/2019,55297.5
p-00011903,Policy-000544,1/6/2020,55297.5
p-00011904,Policy-000544,7/6/2020,55297.5
p-00011905,Policy-000550,1/24/2018,55297.5
p-00011906,Policy-000550,7/24/2018,55297.5
p-00011907,Policy-000550,1/24/2019,55297.5
p-00011908,Policy-000550,7/24/2019,55297.5
p-00011909,Policy-000550,1/24/2020,55297.5
p-00011910,Policy-000550,7/24/2020,55297.5
p-00011911,Policy-000596,4/15/2018,55297.5
p-00011912,Policy-000596,10/15/2018,55297.5
p-00011913,Policy-000596,4/15/2019,55297.5
p-00011914,Policy-000596,10/15/2019,55297.5
p-00011915,Policy-000596,4/15/2020,55297.5
p-00011916,Policy-000596,10/15/2020,55297.5
p-00011917,Policy-000631,6/24/2018,55297.5
p-00011918,Policy-000631,12/24/2018,55297.5
p-00011919,Policy-000699,1/23/2018,55297.5
p-00011920,Policy-000699,7/23/2018,55297.5
p-00011921,Policy-000710,1/23/2018,55297.5
p-00011922,Policy-000710,7/23/2018,55297.5
p-00011923,Policy-000710,1/23/2019,55297.5
p-00011924,Policy-000710,7/23/2019,55297.5
p-00011925,Policy-000710,1/23/2020,55297.5
p-00011926,Policy-000710,7/23/2020,55297.5
p-00011927,Policy-000805,8/22/2018,55297.5
p-00011928,Policy-000805,2/22/2019,55297.5
p-00011929,Policy-000820,8/17/2018,55297.5
p-00011930,Policy-000820,2/17/2019,55297.5
p-00011931,Policy-000820,8/17/2019,55297.5
p-00011932,Policy-000820,2/17/2020,55297.5
p-00011933,Policy-000820,8/17/2020,55297.5
p-00011934,Policy-000820,2/17/2021,55297.5
p-00011935,Policy-000824,8/24/2018,55297.5
p-00011936,Policy-000824,2/24/2019,55297.5
p-00011937,Policy-000837,8/9/2018,55297.5
p-00011938,Policy-000837,2/9/2019,55297.5
p-00011939,Policy-000890,8/2/2018,55297.5
p-00011940,Policy-000890,2/2/2019,55297.5
p-00011941,Policy-000904,3/15/2018,55297.5
p-00011942,Policy-000904,9/15/2018,55297.5
p-00011943,Policy-000919,2/3/2018,55297.5
p-00011944,Policy-000919,8/3/2018,55297.5
p-00011945,Policy-000932,1/26/2018,55297.5
p-00011946,Policy-000932,7/26/2018,55297.5
p-00011947,Policy-000932,1/26/2019,55297.5
p-00011948,Policy-000932,7/26/2019,55297.5
p-00011949,Policy-000932,1/26/2020,55297.5
p-00011950,Policy-000932,7/26/2020,55297.5
p-00011951,Policy-000952,1/18/2018,55297.5
p-00011952,Policy-000952,7/18/2018,55297.5
p-00011953,Policy-000952,1/18/2019,55297.5
p-00011954,Policy-000952,7/18/2019,55297.5
p-00011955,Policy-000952,1/18/2020,55297.5
p-00011956,Policy-000952,7/18/2020,55297.5
p-00011957,Policy-000954,3/12/2018,55297.5
p-00011958,Policy-000954,9/12/2018,55297.5
p-00011959,Policy-000979,3/25/2018,55297.5
p-00011960,Policy-000979,9/25/2018,55297.5
p-00011961,Policy-000986,3/4/2018,55297.5
p-00011962,Policy-000986,9/4/2018,55297.5
p-00011963,Policy-000986,3/4/2019,55297.5
p-00011964,Policy-000986,9/4/2019,55297.5
p-00011965,Policy-000986,3/4/2020,55297.5
p-00011966,Policy-000986,9/4/2020,55297.5
p-00011967,Policy-000996,3/8/2018,55297.5
